Region,City,City / neighborhood,The reference number of the deal,The date of the deal AD,Hijri date of the deal,Real estate classification,Real estate,The number of real estate,the price,Space
Riyadh region,Riyadh,Riyadh/Umm Al -Shaal,20181000,2023/06/13,24/11/1444,residential,piece of ground,1,"1,900,000","12,912.25"
Riyadh region,Riyadh,Riyadh/Umm Al -Shaal,20181005,2023/06/13,24/11/1444,residential,piece of ground,1,"1,900,000","13,717.75"
Riyadh region,Riyadh,Riyadh/roses,20156619,2023/06/10,11/21/1444,residential,piece of ground,1,"1,900,000",375.00
Riyadh region,Riyadh,Riyadh/Goodness,20076026,2023/06/01,11/12/1444,residential,piece of ground,1,"1,900,000",875.00
Riyadh region,Riyadh,Riyadh/Goodness,20076051,2023/06/01,11/12/1444,residential,piece of ground,1,"1,900,000",875.00
Riyadh region,Riyadh,Riyadh/Light,20071753,2023/05/31,11/11/1444,residential,piece of ground,2,"1,900,000","1,500.00"
Riyadh region,Riyadh,Riyadh/Yarmouk,20046575,2023/05/29,09/11/1444,residential,piece of ground,1,"1,900,000",625.00
Riyadh region,Riyadh,Riyadh/Muhammadiyah,20007405,2023/05/24,04/11/1444,residential,piece of ground,1,"1,900,000",406.00
Riyadh region,Riyadh,Riyadh/ Seville,19916008,2023/05/13,10/10/1444,residential,piece of ground,1,"1,900,000",405.00
Riyadh region,Riyadh,Riyadh/Al -Bad,19856521,2023/05/07,17/10/1444,residential,piece of ground,1,"1,900,000",222.12
Riyadh region,Riyadh,Riyadh/Al -Arja,19822422,2023/04/30,10/10/1444,residential,piece of ground,1,"1,900,000","1,016.40"
Riyadh region,Riyadh,Riyadh/Gulf,19777454,2023/04/13,09/22/1444,residential,piece of ground,1,"1,900,000",375.00
Riyadh region,Riyadh,Riyadh/Malaz,19718526,2023/04/05,1444/09/14,residential,piece of ground,1,"1,900,000",450.00
Riyadh region,Riyadh,Riyadh/Sand,19700950,2023/04/03,1244/12/1444,residential,piece of ground,1,"1,900,000",369.38
Riyadh region,Riyadh,Riyadh/Narcissus,20100211,2023/06/04,15/15/1444,residential,piece of ground,1,"1,894,100",403.00
Riyadh region,Riyadh,Riyadh/Narcissus,19747234,2023/04/10,09/1444/1444,residential,piece of ground,1,"1,890,626",510.97
Riyadh region,Riyadh,Riyadh/Tunisian,20252289,2023/06/21,12/12/1444,residential,piece of ground,1,"1,890,000",312.50
Riyadh region,Riyadh,Riyadh/Narcissus,19929147,2023/05/15,10/10/1444,residential,piece of ground,1,"1,890,000",419.04
Riyadh region,Riyadh,Riyadh/Al -Safa,19843532,2023/05/03,13/10/1444,residential,piece of ground,1,"1,890,000",600.00
Riyadh region,Riyadh,Riyadh/Narcissus,19747148,2023/04/10,09/1444/1444,residential,piece of ground,1,"1,888,998",510.53
Riyadh region,Riyadh,Riyadh/Narcissus,20020585,2023/05/25,05/11/1444,residential,piece of ground,1,"1,884,256",355.52
Riyadh region,Riyadh,Riyadh/Happiness,20266728,2023/06/22,04/12/1444,residential,piece of ground,1,"1,884,077",829.61
Riyadh region,Riyadh,Riyadh/Andalusia,20248430,2023/06/20,12/12/1444,residential,piece of ground,1,"1,880,000",632.50
Riyadh region,Riyadh,Riyadh/Goodness,20065176,2023/06/01,11/12/1444,residential,piece of ground,1,"1,880,000",900.00
Riyadh region,Riyadh,Riyadh/Goodness,20065117,2023/06/01,11/12/1444,residential,piece of ground,1,"1,880,000",900.00
Riyadh region,Riyadh,Riyadh/Narcissus,20184281,2023/06/14,11/11/1444,residential,piece of ground,1,"1,875,749",469.95
Riyadh region,Riyadh,Riyadh/Narcissus,19963069,2023/05/18,10/28/1444,residential,piece of ground,1,"1,875,224",360.62
Riyadh region,Riyadh,Riyadh/Gulf,20221026,2023/06/19,01/12/1444,residential,piece of ground,1,"1,875,000",750.00
Riyadh region,Riyadh,Riyadh/milk,20039470,2023/05/28,08/11/1444,residential,piece of ground,1,"1,875,000",400.00
Riyadh region,Riyadh,Riyadh/Cordoba,20034349,2023/05/28,08/11/1444,residential,piece of ground,1,"1,875,000",375.00
Riyadh region,Riyadh,Riyadh/Narcissus,20023131,2023/05/25,05/11/1444,residential,piece of ground,1,"1,875,000",375.00
Riyadh region,Riyadh,Riyadh/Cordoba,20018182,2023/05/25,05/11/1444,residential,piece of ground,1,"1,875,000",375.00
Riyadh region,Riyadh,Riyadh/ race,20188087,2023/06/14,11/11/1444,residential,piece of ground,1,"1,874,270",405.11
Riyadh region,Riyadh,Riyadh/Kindergarten,19885549,2023/05/09,10/19/1444,residential,piece of ground,1,"1,870,000",550.00
Riyadh region,Riyadh,Riyadh/Al -Muzali,20227758,2023/06/22,04/12/1444,residential,piece of ground,1,"1,868,290",778.18
Riyadh region,Riyadh,Riyadh/Al -Mulka,19708145,04/04/04/04,13/09/1444,residential,piece of ground,1,"1,858,500",360.00
Riyadh region,Riyadh,Riyadh/Narcissus,20286643,2023/06/26,12/12/1444,residential,piece of ground,1,"1,852,500",390.00
Riyadh region,Riyadh,Riyadh/Sand,20251336,2023/06/21,12/12/1444,residential,piece of ground,1,"1,850,000",300.00
Riyadh region,Riyadh,Riyadh/Olaya,20173351,2023/06/14,11/11/1444,residential,piece of ground,1,"1,850,000",500.00
Riyadh region,Riyadh,Riyadh/Al -Bad,20166691,2023/06/11,11/22/1444,residential,piece of ground,1,"1,850,000",225.00
Riyadh region,Riyadh,Riyadh/martyrs,20165943,2023/06/11,11/22/1444,residential,piece of ground,1,"1,850,000",375.00
Riyadh region,Riyadh,Riyadh/Cooperation,20005903,2023/05/23,03/11/1444,residential,piece of ground,1,"1,850,000",324.00
Riyadh region,Riyadh,Riyadh/Casablanca,19966161,2023/05/18,10/28/1444,residential,piece of ground,1,"1,850,000",900.00
Riyadh region,Riyadh,Riyadh/Olaya,19940110,2023/05/16,10/26/1444,residential,piece of ground,1,"1,850,000",287.00
Riyadh region,Riyadh,Riyadh/Nammar,19930450,2023/05/15,10/10/1444,residential,piece of ground,1,"1,850,000",500.00
Riyadh region,Riyadh,Riyadh/Tuwaiq,19794975,2023/04/15,09/24/1444,residential,piece of ground,1,"1,850,000",450.00
Riyadh region,Riyadh,Riyadh/King Fahd,19770134,2023/04/12,09/21/1444,residential,piece of ground,1,"1,850,000",456.00
Riyadh region,Riyadh,Riyadh/Al Rayyan,19701211,04/04/04/04,13/09/1444,residential,piece of ground,1,"1,850,000",350.00
Riyadh region,Riyadh,Riyadh/ Seville,19686280,04/04/04/02,09/1444/1444,residential,piece of ground,1,"1,850,000",500.00
Riyadh region,Riyadh,Riyadh/Al -Mulka,19967948,2023/05/18,10/28/1444,residential,piece of ground,1,"1,845,720",289.80
Riyadh region,Riyadh,Riyadh/Tunisian,19773342,2023/04/12,09/21/1444,residential,piece of ground,1,"1,840,000",250.00
Riyadh region,Riyadh,Riyadh/Happiness,20268166,2023/06/22,04/12/1444,residential,piece of ground,1,"1,839,847",786.26
Riyadh region,Riyadh,Riyadh/Al -Hazm,20129814,2023/06/07,11/18/1444,residential,piece of ground,1,"1,836,600",312.50
Riyadh region,Riyadh,Riyadh/Happiness,20268200,2023/06/22,04/12/1444,residential,piece of ground,1,"1,836,337",784.76
Riyadh region,Riyadh,Riyadh/Press,20168123,2023/06/12,23/11/1444,residential,piece of ground,1,"1,833,801",390.00
Riyadh region,Riyadh,Riyadh/Sand,19701200,04/04/04/04,13/09/1444,residential,piece of ground,1,"1,830,000",300.00
Riyadh region,Riyadh,Riyadh/Rabwah,20140136,2023/06/08,19/11/1444,residential,piece of ground,1,"1,827,000",580.00
Riyadh region,Riyadh,Riyadh/Narcissus,19739580,04/04/04,09/18/1444,residential,piece of ground,1,"1,824,091",337.50
Riyadh region,Riyadh,Riyadh/Palm,20162095,2023/06/11,11/22/1444,residential,piece of ground,1,"1,823,318",368.00
Riyadh region,Riyadh,Riyadh/Narcissus,20204345,2023/06/18,29/11/1444,residential,piece of ground,1,"1,821,250",387.50
Riyadh region,Riyadh,Riyadh/Narcissus,20100132,2023/06/04,15/15/1444,residential,piece of ground,1,"1,821,250",387.50
Riyadh region,Riyadh,Riyadh/Narcissus,20100258,2023/06/04,15/15/1444,residential,piece of ground,1,"1,821,250",387.50
Riyadh region,Riyadh,Riyadh/Narcissus,19963442,2023/05/18,10/28/1444,residential,piece of ground,1,"1,820,000",350.00
Riyadh region,Riyadh,Riyadh/Narcissus,19962484,2023/05/18,10/28/1444,residential,piece of ground,1,"1,820,000",350.00
Riyadh region,Riyadh,Riyadh/Narcissus,19963004,2023/05/18,10/28/1444,residential,piece of ground,1,"1,810,068",348.09
Riyadh region,Riyadh,Riyadh/Al -Safa,19797870,2023/04/16,09/25/1444,residential,piece of ground,1,"1,802,000",530.00
Riyadh region,Riyadh,Riyadh/Al -Safa,19797836,2023/04/16,09/25/1444,residential,piece of ground,1,"1,802,000",530.00
Riyadh region,Riyadh,Riyadh/Olaya,20286417,2023/06/26,12/12/1444,residential,piece of ground,1,"1,800,000",300.00
Riyadh region,Riyadh,Riyadh/Kindergarten,20286158,2023/06/26,12/12/1444,residential,piece of ground,1,"1,800,000",550.00
Riyadh region,Riyadh,Riyadh/Jasmine,20284901,2023/06/26,12/12/1444,residential,piece of ground,1,"1,800,000",225.00
Riyadh region,Riyadh,Riyadh/Sulaymaniyah,20232812,2023/06/21,12/12/1444,residential,piece of ground,1,"1,800,000",460.00
Riyadh region,Riyadh,Riyadh/Nammar,20262638,2023/06/21,12/12/1444,residential,piece of ground,1,"1,800,000",945.00
Riyadh region,Riyadh,Riyadh/Jasmine,20233464,2023/06/20,12/12/1444,residential,piece of ground,1,"1,800,000",720.00
Riyadh region,Riyadh,Riyadh/symposium,20222874,2023/06/20,12/12/1444,residential,piece of ground,1,"1,800,000",720.00
Riyadh region,Riyadh,Riyadh/Nammar,20195775,2023/06/15,26/11/1444,residential,piece of ground,1,"1,800,000",625.00
Riyadh region,Riyadh,Riyadh/Azizia,20175313,2023/06/13,24/11/1444,residential,piece of ground,1,"1,800,000",600.00
Riyadh region,Riyadh,Riyadh/Mahdia,20167199,2023/06/11,11/22/1444,residential,piece of ground,1,"1,800,000",312.50
Riyadh region,Riyadh,Riyadh/Tunisian,20121205,2023/06/06,17/11/1444,residential,piece of ground,1,"1,800,000",268.75
Riyadh region,Riyadh,Riyadh/Sand,20057890,2023/05/30,11/11/1444,residential,piece of ground,1,"1,800,000",614.10
Riyadh region,Riyadh,Riyadh/Al -Qadisiyah,20056155,2023/05/30,11/11/1444,residential,piece of ground,1,"1,800,000",437.50
Riyadh region,Riyadh,Riyadh/roses,20000402,2023/05/23,03/11/1444,residential,piece of ground,1,"1,800,000",330.00
Riyadh region,Riyadh,Riyadh/Al -Manar,19980651,2023/05/21,01/11/1444,residential,piece of ground,1,"1,800,000",250.00
Riyadh region,Riyadh,Riyadh/square,19934157,2023/05/15,10/10/1444,residential,piece of ground,1,"1,800,000",648.00
Riyadh region,Riyadh,Riyadh/Mahdia,19881482,2023/05/08,10/18/1444,residential,piece of ground,1,"1,800,000",747.60
Riyadh region,Riyadh,Riyadh/Tuwaiq,19847724,04/05/2023,1444/10/1444,residential,piece of ground,1,"1,800,000",900.00
Riyadh region,Riyadh,Riyadh/ Seville,19830951,2023/05/01,10/10/1444,residential,piece of ground,1,"1,800,000",250.00
Riyadh region,Riyadh,Riyadh/ Seville,19830959,2023/05/01,10/10/1444,residential,piece of ground,1,"1,800,000",250.00
Riyadh region,Riyadh,Riyadh/King Faisal,19808844,2023/04/25,10/10/1444,residential,piece of ground,1,"1,800,000",314.00
Riyadh region,Riyadh,Riyadh/King Faisal,19803785,2023/04/17,26/09/1444,residential,piece of ground,1,"1,800,000",270.00
Riyadh region,Riyadh,Riyadh/King Faisal,19803694,2023/04/17,26/09/1444,residential,piece of ground,1,"1,800,000",270.00
Riyadh region,Riyadh,Riyadh/Al -Manar,19799570,2023/04/16,09/25/1444,residential,piece of ground,1,"1,800,000",250.00
Riyadh region,Riyadh,Riyadh/Andalusia,19779806,2023/04/13,09/22/1444,residential,piece of ground,1,"1,800,000",360.00
Riyadh region,Riyadh,Riyadh/Mansoura,19769201,2023/04/12,09/21/1444,residential,piece of ground,1,"1,800,000",625.00
Riyadh region,Riyadh,Riyadh/Al -Naseem,19770662,2023/04/12,09/21/1444,residential,piece of ground,2,"1,800,000","1,392.00"
Riyadh region,Riyadh,Riyadh/resort,19725178,04/04/04/06,09/15/1444,residential,piece of ground,1,"1,799,974",875.00
Riyadh region,Riyadh,Riyadh/Jasmine,19994187,2023/05/22,02/11/1444,residential,piece of ground,1,"1,795,123",375.00
Riyadh region,Riyadh,Riyadh/Al -Bad,20218267,2023/06/19,01/12/1444,residential,piece of ground,1,"1,790,000",377.00
Riyadh region,Riyadh,Riyadh/Press,19990475,2023/05/22,02/11/1444,residential,piece of ground,1,"1,787,390",350.00
Riyadh region,Riyadh,Riyadh/Tuwaiq,20162,2023/06/06,17/11/1444,residential,piece of ground,1,"1,785,000",420.00
Riyadh region,Riyadh,Riyadh/Cordoba,20013014,2023/05/24,04/11/1444,residential,piece of ground,1,"1,785,000",360.00
Riyadh region,Riyadh,Riyadh/Cordoba,20013258,2023/05/24,04/11/1444,residential,piece of ground,1,"1,785,000",360.00
Riyadh region,Riyadh,Riyadh/Cordoba,20013229,2023/05/24,04/11/1444,residential,piece of ground,1,"1,785,000",360.00
Riyadh region,Riyadh,Riyadh/Cordoba,20013185,2023/05/24,04/11/1444,residential,piece of ground,1,"1,785,000",360.00
Riyadh region,Riyadh,Riyadh/Cordoba,20012869,2023/05/24,04/11/1444,residential,piece of ground,1,"1,785,000",360.00
Riyadh region,Riyadh,Riyadh/Cordoba,20013006,2023/05/24,04/11/1444,residential,piece of ground,1,"1,785,000",360.00
Riyadh region,Riyadh,Riyadh/Cordoba,20013112,2023/05/24,04/11/1444,residential,piece of ground,1,"1,785,000",360.00
Riyadh region,Riyadh,Riyadh/Cordoba,20012922,2023/05/24,04/11/1444,residential,piece of ground,1,"1,785,000",360.00
Riyadh region,Riyadh,Riyadh/Yarmouk,20204142,2023/06/18,29/11/1444,residential,piece of ground,1,"1,777,500",450.00
Riyadh region,Riyadh,Riyadh/Yarmouk,20203975,2023/06/18,29/11/1444,residential,piece of ground,1,"1,777,500",450.00
Riyadh region,Riyadh,Riyadh/Rabwah,19802999,2023/04/17,26/09/1444,residential,piece of ground,1,"1,777,500",562.50
Riyadh region,Riyadh,Riyadh/Rabwah,19803076,2023/04/17,26/09/1444,residential,piece of ground,1,"1,777,500",450.00
Riyadh region,Riyadh,Riyadh/Al Yamamah,19828534,2023/05/01,10/10/1444,residential,piece of ground,1,"1,775,000",588.30
Riyadh region,Riyadh,Riyadh/Narcissus,19825382,2023/04/30,10/10/1444,residential,piece of ground,1,"1,774,500",390.00
Riyadh region,Riyadh,Riyadh/King Abdullah,20095721,2023/06/04,15/15/1444,residential,piece of ground,1,"1,774,170",325.00
Riyadh region,Riyadh,Riyadh/Narcissus,20020624,2023/05/25,05/11/1444,residential,piece of ground,1,"1,773,910",334.70
Riyadh region,Riyadh,Riyadh/Narcissus,19747072,2023/04/10,09/1444/1444,residential,piece of ground,1,"1,766,343",477.38
Riyadh region,Riyadh,Riyadh/Narcissus,19747133,2023/04/10,09/1444/1444,residential,piece of ground,1,"1,766,232",477.35
Riyadh region,Riyadh,Riyadh/Narcissus,20172331,2023/06/12,23/11/1444,residential,piece of ground,1,"1,755,000",450.00
Riyadh region,Riyadh,Riyadh/Al -Nahda,20005326,2023/05/23,03/11/1444,residential,piece of ground,1,"1,755,000",780.00
Riyadh region,Riyadh,Riyadh/Andalusia,19891244,2023/05/09,10/19/1444,residential,piece of ground,1,"1,754,000",575.00
Riyadh region,Riyadh,Riyadh/Sand,20279780,2023/06/24,12/12/1444,residential,piece of ground,1,"1,750,000",300.00
Riyadh region,Riyadh,Riyadh/Sand,20225611,2023/06/20,12/12/1444,residential,piece of ground,1,"1,750,000",375.00
Riyadh region,Riyadh,Riyadh/Al -Shifa,20230926,2023/06/20,12/12/1444,residential,piece of ground,1,"1,750,000",891.00
Riyadh region,Riyadh,Riyadh/Goodness,20222139,2023/06/19,01/12/1444,residential,piece of ground,1,"1,750,000",900.00
Riyadh region,Riyadh,Riyadh/Mahdia,20195503,2023/06/15,26/11/1444,residential,piece of ground,1,"1,750,000",375.00
Riyadh region,Riyadh,Riyadh/Al -Shifa,20187587,2023/06/14,11/11/1444,residential,piece of ground,1,"1,750,000",325.00
Riyadh region,Riyadh,Riyadh/Sulaymaniyah,20178171,2023/06/13,24/11/1444,residential,piece of ground,1,"1,750,000",200.10
Riyadh region,Riyadh,Riyadh/Mahdia,20071136,2023/05/31,11/11/1444,residential,piece of ground,1,"1,750,000",268.60
Riyadh region,Riyadh,Riyadh/Narcissus,19993713,2023/05/22,02/11/1444,residential,piece of ground,1,"1,750,000",350.00
Riyadh region,Riyadh,Riyadh/King Abdullah,19985383,2023/05/21,01/11/1444,residential,piece of ground,1,"1,750,000",312.50
Riyadh region,Riyadh,Riyadh/King Abdullah,19985335,2023/05/21,01/11/1444,residential,piece of ground,1,"1,750,000",380.00
Riyadh region,Riyadh,Riyadh/milk,19891253,2023/05/09,10/19/1444,residential,piece of ground,1,"1,750,000",450.00
Riyadh region,Riyadh,Riyadh/Al -Suwaidi,19839817,2023/05/03,13/10/1444,residential,piece of ground,2,"1,750,000","1,000.00"
Riyadh region,Riyadh,Riyadh/Narcissus,19755565,2023/04/10,09/1444/1444,residential,piece of ground,1,"1,750,000",450.00
Riyadh region,Riyadh,Riyadh/Sand,19687673,04/04/04/02,09/1444/1444,residential,piece of ground,1,"1,750,000",325.20
Riyadh region,Riyadh,Riyadh/Al -Safa,19755865,2023/04/10,09/1444/1444,residential,piece of ground,1,"1,749,000",530.00
Riyadh region,Riyadh,Riyadh/Al -Nahda,20164043,2023/06/11,11/22/1444,residential,piece of ground,1,"1,745,448",390.00
Riyadh region,Riyadh,Riyadh/Nammar,20164846,2023/06/11,11/22/1444,residential,piece of ground,1,"1,740,000",600.00
Riyadh region,Riyadh,Riyadh/Sand,19900324,2023/05/10,10/20/1444,residential,piece of ground,1,"1,740,000",416.45
Riyadh region,Riyadh,Riyadh/Narcissus,19747121,2023/04/10,09/1444/1444,residential,piece of ground,1,"1,738,741",469.95
Riyadh region,Riyadh,Riyadh/Narcissus,20286852,2023/06/26,12/12/1444,residential,piece of ground,1,"1,735,000",312.44
Riyadh region,Riyadh,Riyadh/Cooperation,19889444,2023/05/09,10/19/1444,residential,piece of ground,1,"1,728,585",437.50
Riyadh region,Riyadh,Riyadh/milk,20130358,2023/06/07,11/18/1444,residential,piece of ground,1,"1,727,421",450.00
Riyadh region,Riyadh,Riyadh/Sulaymaniyah,20202448,2023/06/18,29/11/1444,residential,piece of ground,1,"1,725,000",532.00
Riyadh region,Riyadh,Riyadh/Shubra,20270934,2023/06/22,04/12/1444,residential,piece of ground,2,"1,720,000",920.00
Riyadh region,Riyadh,Riyadh/Goodness,20065308,2023/06/01,11/12/1444,residential,piece of ground,1,"1,720,000",900.00
Riyadh region,Riyadh,Riyadh/Goodness,20064924,2023/06/01,11/12/1444,residential,piece of ground,1,"1,720,000",900.00
Riyadh region,Riyadh,Riyadh/Sand,19803558,2023/04/17,26/09/1444,residential,piece of ground,1,"1,720,000",475.08
Riyadh region,Riyadh,Riyadh/Sand,19753047,2023/04/10,09/1444/1444,residential,piece of ground,1,"1,719,500",450.00
Riyadh region,Riyadh,Riyadh/Umm Al -Hammam,19889238,2023/05/10,10/20/1444,residential,piece of ground,1,"1,713,438",318.75
Riyadh region,Riyadh,Riyadh/Umm Al -Hammam,19889187,2023/05/10,10/20/1444,residential,piece of ground,1,"1,713,438",318.75
Riyadh region,Riyadh,Riyadh/Umm Al -Hammam,19889120,2023/05/10,10/20/1444,residential,piece of ground,1,"1,713,438",318.75
Riyadh region,Riyadh,Riyadh/Umm Al -Hammam,19889018,2023/05/10,10/20/1444,residential,piece of ground,1,"1,713,438",318.75
Riyadh region,Riyadh,Riyadh/ Seville,20185336,2023/06/14,11/11/1444,residential,piece of ground,1,"1,712,998",487.50
Riyadh region,Riyadh,Riyadh/Jasmine,20077177,2023/06/01,11/12/1444,residential,piece of ground,1,"1,710,000",260.00
Riyadh region,Riyadh,Riyadh/Narcissus,20075989,2023/06/01,11/12/1444,residential,piece of ground,1,"1,710,000",300.00
Riyadh region,Riyadh,Riyadh/Nammar,20065814,2023/05/31,11/11/1444,residential,piece of ground,1,"1,710,000",900.00
Riyadh region,Riyadh,Riyadh/Al -Jazeera,19978560,2023/05/21,01/11/1444,residential,piece of ground,1,"1,705,725",487.35
Riyadh region,Riyadh,Riyadh/Al -Naseem,20252270,2023/06/21,12/12/1444,residential,piece of ground,1,"1,700,000",875.00
Riyadh region,Riyadh,Riyadh/Goodness,20244251,2023/06/20,12/12/1444,residential,piece of ground,2,"1,700,000","1,600.00"
Riyadh region,Riyadh,Riyadh/Al -Badi'ah,20206825,2023/06/19,01/12/1444,residential,piece of ground,1,"1,700,000",775.00
Riyadh region,Riyadh,Riyadh/milk,20193554,2023/06/15,26/11/1444,residential,piece of ground,1,"1,700,000",400.20
Riyadh region,Riyadh,Riyadh/Goodness,20173789,2023/06/12,23/11/1444,residential,piece of ground,1,"1,700,000",875.00
Riyadh region,Riyadh,Riyadh/Al -Sely,20157351,2023/06/10,11/21/1444,residential,piece of ground,1,"1,700,000",300.00
Riyadh region,Riyadh,Riyadh/Tuwaiq,20125325,2023/06/06,17/11/1444,residential,piece of ground,1,"1,700,000",900.00
Riyadh region,Riyadh,Riyadh/ race,20076384,2023/06/01,11/12/1444,residential,piece of ground,1,"1,700,000",299.06
Riyadh region,Riyadh,Riyadh/Mahdia,20011273,2023/05/24,04/11/1444,residential,piece of ground,1,"1,700,000",375.00
Riyadh region,Riyadh,Riyadh/Sand,20003744,2023/05/23,03/11/1444,residential,piece of ground,1,"1,700,000",500.00
Riyadh region,Riyadh,Riyadh/King Faisal,20001663,2023/05/23,03/11/1444,residential,piece of ground,1,"1,700,000",500.00
Riyadh region,Riyadh,Riyadh/Sand,19961313,2023/05/18,10/28/1444,residential,piece of ground,1,"1,700,000",621.25
